Country,Daylight,Rank,Score,GDP/capita,Health,Freedom,Corruption,Generosity,Year,Social support,Region code,Region,Country code,Gender,Suicide rate,Low suicide rate,High suicide rate,Value,Mean suicide rate,Median suicide rate,Std suicide rate
Malta,3054.0,30,6.488,1.30782,0.80315,0.54994,0.17554,0.56237,2016,,EUR,Europe,MLT,Female,2.16,1.58,2.86,2.16 [1.58 – 2.86],10.26013351134849,7.48,11.194969511733015
Malta,3054.0,30,6.488,1.30782,0.80315,0.54994,0.17554,0.56237,2016,,EUR,Europe,MLT,Male,8.03,6.11,10.28,8.03 [6.11 – 10.28],10.26013351134849,7.48,11.194969511733015
Malta,3054.0,30,6.488,1.30782,0.80315,0.54994,0.17554,0.56237,2016,,EUR,Europe,MLT,Both sexes,5.12,3.87,6.6,5.12 [3.87 – 6.6],10.26013351134849,7.48,11.194969511733015
Colombia,1930.78,31,6.481,1.03032,0.59659,0.44735,0.05399,0.15626,2016,,AMR,Americas,COL,Female,1.6,1.25,1.98,1.6 [1.25 – 1.98],10.26013351134849,7.48,11.194969511733015
Colombia,1930.78,31,6.481,1.03032,0.59659,0.44735,0.05399,0.15626,2016,,AMR,Americas,COL,Male,6.86,5.56,13.3,6.86 [5.56 – 13.3],10.26013351134849,7.48,11.194969511733015
Colombia,1930.78,31,6.481,1.03032,0.59659,0.44735,0.05399,0.15626,2016,,AMR,Americas,COL,Both sexes,4.11,3.31,7.55,4.11 [3.31 – 7.55],10.26013351134849,7.48,11.194969511733015
France,2166.67,32,6.478,1.39488,0.83795,0.46562,0.17808,0.1216,2016,,EUR,Europe,FRA,Male,16.89,14.35,19.67,16.89 [14.35 – 19.67],10.26013351134849,7.48,11.194969511733015
France,2166.67,32,6.478,1.39488,0.83795,0.46562,0.17808,0.1216,2016,,EUR,Europe,FRA,Both sexes,10.7,9.02,12.55,10.7 [9.02 – 12.55],10.26013351134849,7.48,11.194969511733015
France,2166.67,32,6.478,1.39488,0.83795,0.46562,0.17808,0.1216,2016,,EUR,Europe,FRA,Female,5.0,4.1,5.99,5 [4.1 – 5.99],10.26013351134849,7.48,11.194969511733015
Thailand,2175.02,33,6.474,1.0893,0.64915,0.49553,0.02833,0.58696,2016,,SEAR,South-East Asia,THA,Female,2.48,1.72,3.37,2.48 [1.72 – 3.37],10.26013351134849,7.48,11.194969511733015
Thailand,2175.02,33,6.474,1.0893,0.64915,0.49553,0.02833,0.58696,2016,,SEAR,South-East Asia,THA,Male,12.99,8.97,17.47,12.99 [8.97 – 17.47],10.26013351134849,7.48,11.194969511733015
Thailand,2175.02,33,6.474,1.0893,0.64915,0.49553,0.02833,0.58696,2016,,SEAR,South-East Asia,THA,Both sexes,7.59,5.25,10.22,7.59 [5.25 – 10.22],10.26013351134849,7.48,11.194969511733015
Saudi Arabia,3236.5,34,6.379,1.48953,0.59267,0.37904,0.30008,0.15457,2016,,EMR,Eastern Mediterranean,SAU,Female,2.19,1.32,3.44,2.19 [1.32 – 3.44],10.26013351134849,7.48,11.194969511733015
Saudi Arabia,3236.5,34,6.379,1.48953,0.59267,0.37904,0.30008,0.15457,2016,,EMR,Eastern Mediterranean,SAU,Male,8.46,5.22,12.89,8.46 [5.22 – 12.89],10.26013351134849,7.48,11.194969511733015
Saudi Arabia,3236.5,34,6.379,1.48953,0.59267,0.37904,0.30008,0.15457,2016,,EMR,Eastern Mediterranean,SAU,Both sexes,5.9,3.63,9.04,5.9 [3.63 – 9.04],10.26013351134849,7.48,11.194969511733015
Qatar,,36,6.375,1.82427,0.71723,0.56679,0.48049,0.32388,2016,,EMR,Eastern Mediterranean,QAT,Female,1.79,1.1,2.73,1.79 [1.1 – 2.73],10.26013351134849,7.48,11.194969511733015
Qatar,,36,6.375,1.82427,0.71723,0.56679,0.48049,0.32388,2016,,EMR,Eastern Mediterranean,QAT,Male,5.81,3.7,9.06,5.81 [3.7 – 9.06],10.26013351134849,7.48,11.194969511733015
Qatar,,36,6.375,1.82427,0.71723,0.56679,0.48049,0.32388,2016,,EMR,Eastern Mediterranean,QAT,Both sexes,4.83,3.08,7.48,4.83 [3.08 – 7.48],10.26013351134849,7.48,11.194969511733015
Spain,2800.2,37,6.361,1.34253,0.87896,0.37545,0.06137,0.17665,2016,,EUR,Europe,ESP,Female,2.83,2.34,3.37,2.83 [2.34 – 3.37],10.26013351134849,7.48,11.194969511733015
Spain,2800.2,37,6.361,1.34253,0.87896,0.37545,0.06137,0.17665,2016,,EUR,Europe,ESP,Male,8.41,7.17,9.75,8.41 [7.17 – 9.75],10.26013351134849,7.48,11.194969511733015
Spain,2800.2,37,6.361,1.34253,0.87896,0.37545,0.06137,0.17665,2016,,EUR,Europe,ESP,Both sexes,5.54,4.69,6.47,5.54 [4.69 – 6.47],10.26013351134849,7.48,11.194969511733015
Algeria,3266.5,38,6.355,1.05266,0.61804,0.21006,0.16157,0.07044,2016,,AFR,Africa,DZA,Both sexes,2.61,1.42,4.51,2.61 [1.42 – 4.51],10.26013351134849,7.48,11.194969511733015
Algeria,3266.5,38,6.355,1.05266,0.61804,0.21006,0.16157,0.07044,2016,,AFR,Africa,DZA,Female,1.94,1.02,3.18,1.94 [1.02 – 3.18],10.26013351134849,7.48,11.194969511733015
Algeria,3266.5,38,6.355,1.05266,0.61804,0.21006,0.16157,0.07044,2016,,AFR,Africa,DZA,Male,3.29,1.8,5.84,3.29 [1.8 – 5.84],10.26013351134849,7.48,11.194969511733015
Guatemala,,39,6.324,0.83454,0.54039,0.50379,0.08701,0.28808,2016,,AMR,Americas,GTM,Female,2.8,2.09,3.63,2.8 [2.09 – 3.63],10.26013351134849,7.48,11.194969511733015
Guatemala,,39,6.324,0.83454,0.54039,0.50379,0.08701,0.28808,2016,,AMR,Americas,GTM,Male,10.04,7.69,12.85,10.04 [7.69 – 12.85],10.26013351134849,7.48,11.194969511733015
Guatemala,,39,6.324,0.83454,0.54039,0.50379,0.08701,0.28808,2016,,AMR,Americas,GTM,Both sexes,6.21,4.73,7.97,6.21 [4.73 – 7.97],10.26013351134849,7.48,11.194969511733015
Suriname,,40,6.269,1.09686,0.50933,0.52234,0.12692,0.16665,2016,,AMR,Americas,SUR,Both sexes,25.47,18.04,34.67,25.47 [18.04 – 34.67],10.26013351134849,7.48,11.194969511733015
Suriname,,40,6.269,1.09686,0.50933,0.52234,0.12692,0.16665,2016,,AMR,Americas,SUR,Female,11.78,7.94,16.66,11.78 [7.94 – 16.66],10.26013351134849,7.48,11.194969511733015
Suriname,,40,6.269,1.09686,0.50933,0.52234,0.12692,0.16665,2016,,AMR,Americas,SUR,Male,40.31,28.91,54.37,40.31 [28.91 – 54.37],10.26013351134849,7.48,11.194969511733015
Kuwait,,41,6.239,1.61714,0.63569,0.43166,0.23669,0.15965,2016,,EMR,Eastern Mediterranean,KWT,Both sexes,2.45,1.83,3.18,2.45 [1.83 – 3.18],10.26013351134849,7.48,11.194969511733015
Kuwait,,41,6.239,1.61714,0.63569,0.43166,0.23669,0.15965,2016,,EMR,Eastern Mediterranean,KWT,Female,0.71,0.51,0.98,0.71 [0.51 – 0.98],10.26013351134849,7.48,11.194969511733015
Kuwait,,41,6.239,1.61714,0.63569,0.43166,0.23669,0.15965,2016,,EMR,Eastern Mediterranean,KWT,Male,3.57,2.68,4.61,3.57 [2.68 – 4.61],10.26013351134849,7.48,11.194969511733015
Bahrain,,42,6.218,1.44024,0.65696,0.47375,0.25772,0.17147,2016,,EMR,Eastern Mediterranean,BHR,Female,2.31,1.57,3.24,2.31 [1.57 – 3.24],10.26013351134849,7.48,11.194969511733015
Bahrain,,42,6.218,1.44024,0.65696,0.47375,0.25772,0.17147,2016,,EMR,Eastern Mediterranean,BHR,Both sexes,6.48,4.04,9.19,6.48 [4.04 – 9.19],10.26013351134849,7.48,11.194969511733015
Bahrain,,42,6.218,1.44024,0.65696,0.47375,0.25772,0.17147,2016,,EMR,Eastern Mediterranean,BHR,Male,8.91,5.49,12.72,8.91 [5.49 – 12.72],10.26013351134849,7.48,11.194969511733015
Trinidad & Tobago,,43,6.168,1.32572,0.52608,0.48453,0.01241,0.31935,2016,,AMR,Americas,TTO,Male,14.46,9.91,20.48,14.46 [9.91 – 20.48],10.26013351134849,7.48,11.194969511733015
Trinidad & Tobago,,43,6.168,1.32572,0.52608,0.48453,0.01241,0.31935,2016,,AMR,Americas,TTO,Both sexes,9.23,6.2,13.25,9.23 [6.2 – 13.25],10.26013351134849,7.48,11.194969511733015
Trinidad & Tobago,,43,6.168,1.32572,0.52608,0.48453,0.01241,0.31935,2016,,AMR,Americas,TTO,Female,4.21,2.63,6.31,4.21 [2.63 – 6.31],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,44,6.084,1.13367,0.61904,0.19847,0.08304,0.0425,2016,,AMR,Americas,VEN,Both sexes,2.29,1.61,3.17,2.29 [1.61 – 3.17],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,44,6.084,1.13367,0.61904,0.19847,0.08304,0.0425,2016,,AMR,Americas,VEN,Female,0.8,0.55,1.12,0.8 [0.55 – 1.12],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,44,6.084,1.13367,0.61904,0.19847,0.08304,0.0425,2016,,AMR,Americas,VEN,Male,3.92,2.77,5.39,3.92 [2.77 – 5.39],10.26013351134849,7.48,11.194969511733015
Slovakia,2038.0,45,6.078,1.27973,0.70367,0.23391,0.02947,0.13837,2016,,EUR,Europe,SVK,Male,17.48,12.24,36.06,17.48 [12.24 – 36.06],10.26013351134849,7.48,11.194969511733015
Slovakia,2038.0,45,6.078,1.27973,0.70367,0.23391,0.02947,0.13837,2016,,EUR,Europe,SVK,Female,2.59,1.92,3.41,2.59 [1.92 – 3.41],10.26013351134849,7.48,11.194969511733015
Slovakia,2038.0,45,6.078,1.27973,0.70367,0.23391,0.02947,0.13837,2016,,EUR,Europe,SVK,Both sexes,9.66,6.82,19.39,9.66 [6.82 – 19.39],10.26013351134849,7.48,11.194969511733015
El Salvador,2957.0,46,6.068,0.8737,0.596,0.37269,0.10613,0.08877,2016,,AMR,Americas,SLV,Female,2.2,1.49,3.08,2.2 [1.49 – 3.08],10.26013351134849,7.48,11.194969511733015
El Salvador,2957.0,46,6.068,0.8737,0.596,0.37269,0.10613,0.08877,2016,,AMR,Americas,SLV,Male,10.22,6.66,22.64,10.22 [6.66 – 22.64],10.26013351134849,7.48,11.194969511733015
El Salvador,2957.0,46,6.068,0.8737,0.596,0.37269,0.10613,0.08877,2016,,AMR,Americas,SLV,Both sexes,5.77,3.79,12.32,5.77 [3.79 – 12.32],10.26013351134849,7.48,11.194969511733015
Malaysia,,47,6.005,1.25142,0.62366,0.39031,0.09081,0.41474,2016,,WPR,Western Pacific,MYS,Female,2.41,1.62,3.47,2.41 [1.62 – 3.47],10.26013351134849,7.48,11.194969511733015
Malaysia,,47,6.005,1.25142,0.62366,0.39031,0.09081,0.41474,2016,,WPR,Western Pacific,MYS,Male,8.2,5.37,12.29,8.2 [5.37 – 12.29],10.26013351134849,7.48,11.194969511733015
Malaysia,,47,6.005,1.25142,0.62366,0.39031,0.09081,0.41474,2016,,WPR,Western Pacific,MYS,Both sexes,5.37,3.54,7.97,5.37 [3.54 – 7.97],10.26013351134849,7.48,11.194969511733015
Nicaragua,2759.9,48,5.992,0.69384,0.65213,0.46582,0.16292,0.29773,2016,,AMR,Americas,NIC,Female,1.73,1.28,2.26,1.73 [1.28 – 2.26],10.26013351134849,7.48,11.194969511733015
Nicaragua,2759.9,48,5.992,0.69384,0.65213,0.46582,0.16292,0.29773,2016,,AMR,Americas,NIC,Male,7.8,5.54,10.37,7.8 [5.54 – 10.37],10.26013351134849,7.48,11.194969511733015
Nicaragua,2759.9,48,5.992,0.69384,0.65213,0.46582,0.16292,0.29773,2016,,AMR,Americas,NIC,Both sexes,4.59,3.28,6.07,4.59 [3.28 – 6.07],10.26013351134849,7.48,11.194969511733015
Uzbekistan,2823.9,49,5.987,0.73591,0.50163,0.60848,0.28333,0.34326,2016,,EUR,Europe,UZB,Male,13.15,10.94,15.58,13.15 [10.94 – 15.58],10.26013351134849,7.48,11.194969511733015
Uzbekistan,2823.9,49,5.987,0.73591,0.50163,0.60848,0.28333,0.34326,2016,,EUR,Europe,UZB,Both sexes,9.21,7.64,10.94,9.21 [7.64 – 10.94],10.26013351134849,7.48,11.194969511733015
Uzbekistan,2823.9,49,5.987,0.73591,0.50163,0.60848,0.28333,0.34326,2016,,EUR,Europe,UZB,Female,5.52,4.53,6.59,5.52 [4.53 – 6.59],10.26013351134849,7.48,11.194969511733015
Italy,2372.25,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,,EUR,Europe,ITA,Female,1.94,1.76,2.12,1.94 [1.76 – 2.12],10.26013351134849,7.48,11.194969511733015
Italy,2372.25,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,,EUR,Europe,ITA,Male,6.94,6.46,7.45,6.94 [6.46 – 7.45],10.26013351134849,7.48,11.194969511733015
Italy,2372.25,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,,EUR,Europe,ITA,Both sexes,4.35,4.03,4.69,4.35 [4.03 – 4.69],10.26013351134849,7.48,11.194969511733015
Ecuador,1909.55,51,5.976,0.97306,0.68613,0.4027,0.18037,0.10074,2016,,AMR,Americas,ECU,Male,13.98,7.27,18.1,13.98 [7.27 – 18.1],10.26013351134849,7.48,11.194969511733015
Ecuador,1909.55,51,5.976,0.97306,0.68613,0.4027,0.18037,0.10074,2016,,AMR,Americas,ECU,Both sexes,9.06,5.25,11.66,9.06 [5.25 – 11.66],10.26013351134849,7.48,11.194969511733015
Ecuador,1909.55,51,5.976,0.97306,0.68613,0.4027,0.18037,0.10074,2016,,AMR,Americas,ECU,Female,4.26,3.3,5.37,4.26 [3.3 – 5.37],10.26013351134849,7.48,11.194969511733015
Belize,,52,5.956,0.87616,0.45569,0.51231,0.10771,0.23684,2016,,AMR,Americas,BLZ,Female,1.54,1.12,2.06,1.54 [1.12 – 2.06],10.26013351134849,7.48,11.194969511733015
Belize,,52,5.956,0.87616,0.45569,0.51231,0.10771,0.23684,2016,,AMR,Americas,BLZ,Male,11.88,8.93,15.49,11.88 [8.93 – 15.49],10.26013351134849,7.48,11.194969511733015
Belize,,52,5.956,0.87616,0.45569,0.51231,0.10771,0.23684,2016,,AMR,Americas,BLZ,Both sexes,6.67,4.99,8.72,6.67 [4.99 – 8.72],10.26013351134849,7.48,11.194969511733015
Japan,1837.12,53,5.921,1.38007,0.91491,0.46761,0.18985,0.10224,2016,,WPR,Western Pacific,JPN,Male,19.74,19.07,20.35,19.74 [19.07 – 20.35],10.26013351134849,7.48,11.194969511733015
Japan,1837.12,53,5.921,1.38007,0.91491,0.46761,0.18985,0.10224,2016,,WPR,Western Pacific,JPN,Both sexes,13.75,13.19,14.24,13.75 [13.19 – 14.24],10.26013351134849,7.48,11.194969511733015
Japan,1837.12,53,5.921,1.38007,0.91491,0.46761,0.18985,0.10224,2016,,WPR,Western Pacific,JPN,Female,7.74,7.28,8.12,7.74 [7.28 – 8.12],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,54,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,2016,,EUR,Europe,KAZ,Both sexes,22.01,18.32,26.15,22.01 [18.32 – 26.15],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,54,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,2016,,EUR,Europe,KAZ,Female,7.88,6.45,9.54,7.88 [6.45 – 9.54],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,54,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,2016,,EUR,Europe,KAZ,Male,38.21,31.89,45.27,38.21 [31.89 – 45.27],10.26013351134849,7.48,11.194969511733015
Russia,1972.79,56,5.856,1.23228,0.58991,0.32682,0.03586,0.02736,2016,,EUR,Europe,RUS,Both sexes,26.89,25.59,28.93,26.89 [25.59 – 28.93],10.26013351134849,7.48,11.194969511733015
Russia,1972.79,56,5.856,1.23228,0.58991,0.32682,0.03586,0.02736,2016,,EUR,Europe,RUS,Female,8.7,8.28,9.32,8.7 [8.28 – 9.32],10.26013351134849,7.48,11.194969511733015
Russia,1972.79,56,5.856,1.23228,0.58991,0.32682,0.03586,0.02736,2016,,EUR,Europe,RUS,Male,47.72,45.42,51.4,47.72 [45.42 – 51.4],10.26013351134849,7.48,11.194969511733015
Poland,1571.0,57,5.835,1.24585,0.69058,0.4519,0.055,0.14443,2016,,EUR,Europe,POL,Female,2.67,2.44,2.91,2.67 [2.44 – 2.91],10.26013351134849,7.48,11.194969511733015
Poland,1571.0,57,5.835,1.24585,0.69058,0.4519,0.055,0.14443,2016,,EUR,Europe,POL,Male,20.5,19.33,21.91,20.5 [19.33 – 21.91],10.26013351134849,7.48,11.194969511733015
Poland,1571.0,57,5.835,1.24585,0.69058,0.4519,0.055,0.14443,2016,,EUR,Europe,POL,Both sexes,11.37,10.7,12.17,11.37 [10.7 – 12.17],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,57,5.835,1.35948,0.88645,0.25168,0.07716,0.18824,2016,,WPR,Western Pacific,KOR,Male,29.75,13.26,36.45,29.75 [13.26 – 36.45],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,57,5.835,1.35948,0.88645,0.25168,0.07716,0.18824,2016,,WPR,Western Pacific,KOR,Both sexes,20.49,11.81,24.54,20.49 [11.81 – 24.54],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,57,5.835,1.35948,0.88645,0.25168,0.07716,0.18824,2016,,WPR,Western Pacific,KOR,Female,12.23,10.62,13.94,12.23 [10.62 – 13.94],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,59,5.822,0.79422,0.4697,0.50961,0.07746,0.21698,2016,,AMR,Americas,BOL,Male,10.34,5.61,16.51,10.34 [5.61 – 16.51],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,59,5.822,0.79422,0.4697,0.50961,0.07746,0.21698,2016,,AMR,Americas,BOL,Both sexes,7.43,3.98,12.22,7.43 [3.98 – 12.22],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,59,5.822,0.79422,0.4697,0.50961,0.07746,0.21698,2016,,AMR,Americas,BOL,Female,4.67,2.44,8.16,4.67 [2.44 – 8.16],10.26013351134849,7.48,11.194969511733015
Lithuania,1691.0,60,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,2016,,EUR,Europe,LTU,Both sexes,26.21,22.46,30.28,26.21 [22.46 – 30.28],10.26013351134849,7.48,11.194969511733015
Lithuania,1691.0,60,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,2016,,EUR,Europe,LTU,Female,6.61,5.33,8.03,6.61 [5.33 – 8.03],10.26013351134849,7.48,11.194969511733015
Lithuania,1691.0,60,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,2016,,EUR,Europe,LTU,Male,48.63,41.99,55.8,48.63 [41.99 – 55.8],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,61,5.802,1.13062,0.63104,0.29091,0.17457,0.13942,2016,,EUR,Europe,BLR,Both sexes,19.4,15.13,24.65,19.4 [15.13 – 24.65],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,61,5.802,1.13062,0.63104,0.29091,0.17457,0.13942,2016,,EUR,Europe,BLR,Female,5.96,4.56,7.63,5.96 [4.56 – 7.63],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,61,5.802,1.13062,0.63104,0.29091,0.17457,0.13942,2016,,EUR,Europe,BLR,Male,35.51,27.83,45.06,35.51 [27.83 – 45.06],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,63,5.768,1.29947,0.79151,0.53164,0.03635,0.25738,2016,,EUR,Europe,SVN,Male,23.64,19.52,28.35,23.64 [19.52 – 28.35],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,63,5.768,1.29947,0.79151,0.53164,0.03635,0.25738,2016,,EUR,Europe,SVN,Both sexes,14.29,11.66,17.32,14.29 [11.66 – 17.32],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,63,5.768,1.29947,0.79151,0.53164,0.03635,0.25738,2016,,EUR,Europe,SVN,Female,5.11,3.91,6.52,5.11 [3.91 – 6.52],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,64,5.743,0.99602,0.62994,0.37502,0.05292,0.14527,2016,,AMR,Americas,PER,Both sexes,2.66,1.6,3.93,2.66 [1.6 – 3.93],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,64,5.743,0.99602,0.62994,0.37502,0.05292,0.14527,2016,,AMR,Americas,PER,Female,1.41,0.87,2.16,1.41 [0.87 – 2.16],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,64,5.743,0.99602,0.62994,0.37502,0.05292,0.14527,2016,,AMR,Americas,PER,Male,3.96,2.36,5.79,3.96 [2.36 – 5.79],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,65,5.658,1.08017,0.44006,0.37408,0.28467,0.22567,2016,,EUR,Europe,TKM,Male,10.15,7.74,13.06,10.15 [7.74 – 13.06],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,65,5.658,1.08017,0.44006,0.37408,0.28467,0.22567,2016,,EUR,Europe,TKM,Both sexes,6.59,4.98,8.53,6.59 [4.98 – 8.53],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,65,5.658,1.08017,0.44006,0.37408,0.28467,0.22567,2016,,EUR,Europe,TKM,Female,3.24,2.38,4.28,3.24 [2.38 – 4.28],10.26013351134849,7.48,11.194969511733015
Mauritius,,66,5.648,1.14372,0.66189,0.46145,0.05203,0.36951,2016,,AFR,Africa,MUS,Female,2.56,1.96,3.3,2.56 [1.96 – 3.3],10.26013351134849,7.48,11.194969511733015
Mauritius,,66,5.648,1.14372,0.66189,0.46145,0.05203,0.36951,2016,,AFR,Africa,MUS,Male,12.75,10.16,15.69,12.75 [10.16 – 15.69],10.26013351134849,7.48,11.194969511733015
Mauritius,,66,5.648,1.14372,0.66189,0.46145,0.05203,0.36951,2016,,AFR,Africa,MUS,Both sexes,7.58,6.0,9.4,7.58 [6 – 9.4],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,67,5.615,1.06688,0.52304,0.40672,0.10339,0.17087,2016,,EMR,Eastern Mediterranean,LBY,Female,3.04,1.66,4.97,3.04 [1.66 – 4.97],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,67,5.615,1.06688,0.52304,0.40672,0.10339,0.17087,2016,,EMR,Eastern Mediterranean,LBY,Male,6.86,3.97,11.3,6.86 [3.97 – 11.3],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,67,5.615,1.06688,0.52304,0.40672,0.10339,0.17087,2016,,EMR,Eastern Mediterranean,LBY,Both sexes,4.95,2.81,8.14,4.95 [2.81 – 8.14],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,68,5.56,1.21788,0.63952,0.27996,0.0889,0.17445,2016,,EUR,Europe,LVA,Both sexes,17.15,13.7,21.19,17.15 [13.7 – 21.19],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,68,5.56,1.21788,0.63952,0.27996,0.0889,0.17445,2016,,EUR,Europe,LVA,Male,30.3,24.68,36.75,30.3 [24.68 – 36.75],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,68,5.56,1.21788,0.63952,0.27996,0.0889,0.17445,2016,,EUR,Europe,LVA,Female,5.5,3.95,7.48,5.5 [3.95 – 7.48],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,69,5.546,1.31857,0.8488,0.29507,0.05228,0.27906,2016,,EUR,Europe,CYP,Female,1.09,0.79,1.46,1.09 [0.79 – 1.46],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,69,5.546,1.31857,0.8488,0.29507,0.05228,0.27906,2016,,EUR,Europe,CYP,Male,7.2,4.33,9.78,7.2 [4.33 – 9.78],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,69,5.546,1.31857,0.8488,0.29507,0.05228,0.27906,2016,,EUR,Europe,CYP,Both sexes,4.15,2.56,5.61,4.15 [2.56 – 5.61],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.538,0.89373,0.58295,0.46235,0.07396,0.25296,2016,,AMR,Americas,PRY,Female,2.92,2.03,4.06,2.92 [2.03 – 4.06],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.538,0.89373,0.58295,0.46235,0.07396,0.25296,2016,,AMR,Americas,PRY,Male,8.34,4.8,11.29,8.34 [4.8 – 11.29],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.538,0.89373,0.58295,0.46235,0.07396,0.25296,2016,,AMR,Americas,PRY,Both sexes,5.64,3.42,7.69,5.64 [3.42 – 7.69],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,71,5.528,1.1697,0.67602,0.36712,0.00679,0.12889,2016,,EUR,Europe,ROU,Female,2.33,1.89,2.83,2.33 [1.89 – 2.83],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,71,5.528,1.1697,0.67602,0.36712,0.00679,0.12889,2016,,EUR,Europe,ROU,Male,13.58,11.68,15.71,13.58 [11.68 – 15.71],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,71,5.528,1.1697,0.67602,0.36712,0.00679,0.12889,2016,,EUR,Europe,ROU,Both sexes,7.76,6.62,9.05,7.76 [6.62 – 9.05],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,72,5.517,1.27964,0.68098,0.41511,0.18519,0.08423,2016,,EUR,Europe,EST,Male,21.31,17.02,26.14,21.31 [17.02 – 26.14],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,72,5.517,1.27964,0.68098,0.41511,0.18519,0.08423,2016,,EUR,Europe,EST,Both sexes,12.49,9.83,15.51,12.49 [9.83 – 15.51],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,72,5.517,1.27964,0.68098,0.41511,0.18519,0.08423,2016,,EUR,Europe,EST,Female,4.79,3.56,6.27,4.79 [3.56 – 6.27],10.26013351134849,7.48,11.194969511733015
Jamaica,,73,5.51,0.89333,0.59469,0.43597,0.04294,0.22245,2016,,AMR,Americas,JAM,Both sexes,2.18,1.56,2.97,2.18 [1.56 – 2.97],10.26013351134849,7.48,11.194969511733015
Jamaica,,73,5.51,0.89333,0.59469,0.43597,0.04294,0.22245,2016,,AMR,Americas,JAM,Female,1.0,0.69,1.39,1 [0.69 – 1.39],10.26013351134849,7.48,11.194969511733015
Jamaica,,73,5.51,0.89333,0.59469,0.43597,0.04294,0.22245,2016,,AMR,Americas,JAM,Male,3.44,2.48,4.64,3.44 [2.48 – 4.64],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,74,5.488,1.18649,0.70524,0.23907,0.04002,0.18434,2016,,EUR,Europe,HRV,Male,18.79,15.75,22.18,18.79 [15.75 – 22.18],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,74,5.488,1.18649,0.70524,0.23907,0.04002,0.18434,2016,,EUR,Europe,HRV,Both sexes,11.48,9.51,13.7,11.48 [9.51 – 13.7],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,74,5.488,1.18649,0.70524,0.23907,0.04002,0.18434,2016,,EUR,Europe,HRV,Female,5.0,3.96,6.21,5 [3.96 – 6.21],10.26013351134849,7.48,11.194969511733015
Somalia,3103.0,76,5.44,0.0,0.11466,0.56778,0.3118,0.27225,2016,,EMR,Eastern Mediterranean,SOM,Male,22.93,10.3,41.77,22.93 [10.3 – 41.77],10.26013351134849,7.48,11.194969511733015
